name,type,rarity,setName,setCode,isUniversesBeyond,releaseDate,year,keywords,keywordCount,manaValue,power,toughness,coreStats,defense,colors,isMulticolor,text,commanderLegal,edhrecRank
mister gutsy,artifact creature — robot soldier,rare,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,1.0,1.0,4.0,,[],False,"Whenever you cast an Aura or Equipment spell, put a +1/+1 counter on this creature.
When this creature dies, create X Junk tokens, where X is the number of +1/+1 counters on it. (They're artifacts with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")",True,8756.0
nuka-cola vending machine,artifact,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Food', 'Treasure']",2,3.0,,,3.0,,[],False,"{1}, {T}: Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
Whenever you sacrifice a Food, create a tapped Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",True,1400.0
nuka-nuke launcher,artifact — equipment,rare,Fallout,PIP,True,2024-03-08,2024,['Equip'],1,2.0,,,2.0,,[],False,"Equipped creature gets +3/+0 and has intimidate. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Whenever equipped creature attacks, until the end of defending player's next turn, that player gets two rad counters whenever they cast a spell.
Equip {3}",True,6819.0
perception bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{3}, {T}: Look at the top X cards of your library, where X is the number of Bobbleheads you control. You may cast a spell with mana value 3 or less from among them without paying its mana cost. Put the rest on the bottom of your library in a random order.",True,5759.0
pip-boy 3000,artifact — equipment,rare,Fallout,PIP,True,2024-03-08,2024,"['Check Map', 'Equip', 'Pick a Perk', 'Sort Inventory']",4,1.0,,,1.0,,[],False,"Whenever equipped creature attacks, choose one -
• Sort Inventory - Draw a card, then discard a card.
• Pick a Perk - Put a +1/+1 counter on that creature.
• Check Map - Untap up to two target lands.
Equip {2}",True,2637.0
recon craft theta,artifact — vehicle,rare,Fallout,PIP,True,2024-03-08,2024,"['Crew', 'Flying', 'Proliferate']",3,4.0,4.0,4.0,12.0,,[],False,"Flying
When this Vehicle enters, create a 0/0 blue Alien creature token. Put a +1/+1 counter on it.
Whenever this Vehicle attacks, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Crew 2",True,5995.0
silver shroud costume,artifact — equipment,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Equip', 'Flash']",2,2.0,,,2.0,,[],False,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains shroud until end of turn. (It can't be the target of spells or abilities.)
Equipped creature can't be blocked.
Equip {3}",True,1989.0
strength bobblehead,artifact — bobblehead,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,[],False,"{T}: Add one mana of any color.
{3}, {T}: Put X +1/+1 counters on target creature, where X is the number of Bobbleheads you control. Activate only as a sorcery.",True,5815.0
survivor's med kit,artifact,uncommon,Fallout,PIP,True,2024-03-08,2024,"['Fancy Lads Snack Cakes', 'Food', 'RadAway', 'Stimpak']",4,1.0,,,1.0,,[],False,"{1}, {T}: Choose one that hasn't been chosen -
• Stimpak - Draw a card.
• Fancy Lads Snack Cakes - Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
• RadAway - Target player loses all rad counters. Sacrifice this artifact.",True,12988.0
t-45 power armor,artifact — equipment,rare,Fallout,PIP,True,2024-03-08,2024,['Equip'],1,2.0,,,2.0,,[],False,"When this Equipment enters, you get {E}{E} (two energy counters).
Equipped creature gets +3/+3 and doesn't untap during its controller's untap step.
At the beginning of your upkeep, you may pay {E}. If you do, untap equipped creature, then put your choice of a menace, trample, or lifelink counter on it.
Equip {3}",True,8033.0
desolate mire,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {W}{B}.",True,1213.0
diamond city,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"This land enters with a shield counter on it. (If it would be dealt damage or destroyed, remove a shield counter from it instead.)
{T}: Add {C}.
{T}: Move a shield counter from this land onto target creature. Activate only if two or more creatures entered the battlefield under your control this turn.",True,2911.0
ferrous lake,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {U}{R}.",True,925.0
helios one,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"{T}: Add {C}.
{1}, {T}: You get {E} (an energy counter).
{3}, {T}, Pay X {E}, Sacrifice this land: Destroy target nonland permanent with mana value X. Activate only as a sorcery.",True,4612.0
junktown,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"{T}: Add {C}.
{4}{R}, {T}, Sacrifice this land: Create three Junk tokens. (They're artifacts with ""{T}, Sacrifice this token: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery."")",True,8934.0
mariposa military base,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"You may have this land enter tapped. If you do, you get two rad counters.
{T}: Add {C}.
{5}, {T}: Draw a card. This ability costs {1} less to activate for each rad counter you have.",True,5101.0
overflowing basin,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {G}{U}.",True,843.0
sunscorched divide,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {R}{W}.",True,1070.0
viridescent bog,land,rare,Fallout,PIP,True,2024-03-08,2024,[],0,0.0,,,0.0,,[],False,"{1}, {T}: Add {B}{G}.",True,906.0
all that glitters,enchantment — aura,common,Fallout,PIP,True,2024-03-08,2024,['Enchant'],1,2.0,,,2.0,,['W'],False,"Enchant creature
Enchanted creature gets +1/+1 for each artifact and/or enchantment you control.",True,582.0
austere command,sorcery,rare,Fallout,PIP,True,2024-03-08,2024,[],0,6.0,,,6.0,,['W'],False,"Choose two -
• Destroy all artifacts.
• Destroy all enchantments.
• Destroy all creatures with mana value 3 or less.
• Destroy all creatures with mana value 4 or greater.",True,154.0
captain of the watch,creature — human soldier,rare,Fallout,PIP,True,2024-03-08,2024,['Vigilance'],1,6.0,3.0,3.0,12.0,,['W'],False,"Vigilance (Attacking doesn't cause this creature to tap.)
Other Soldier creatures you control get +1/+1 and have vigilance.
When this creature enters, create three 1/1 white Soldier creature tokens.",True,3567.0
crush contraband,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,,,4.0,,['W'],False,"Choose one or both -
• Exile target artifact.
• Exile target enchantment.",True,3363.0
dispatch,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,['Metalcraft'],1,1.0,,,1.0,,['W'],False,"Tap target creature.
Metalcraft - If you control three or more artifacts, exile that creature.",True,513.0
entrapment maneuver,instant,rare,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,,,4.0,,['W'],False,"Target player sacrifices an attacking creature of their choice. You create X 1/1 white Soldier creature tokens, where X is that creature's toughness.",True,4374.0
hour of reckoning,sorcery,rare,Fallout,PIP,True,2024-03-08,2024,['Convoke'],1,7.0,,,7.0,,['W'],False,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Destroy all nontoken creatures.",True,917.0
impassioned orator,creature — human cleric,common,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,2.0,2.0,6.0,,['W'],False,"Whenever another creature you control enters, you gain 1 life.",True,4344.0
intangible virtue,enchantment,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,,,2.0,,['W'],False,Creature tokens you control get +1/+1 and have vigilance.,True,615.0
keeper of the accord,creature — human soldier,rare,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,3.0,4.0,11.0,,['W'],False,"At the beginning of each opponent's end step, if that player controls more creatures than you, create a 1/1 white Soldier creature token.
At the beginning of each opponent's end step, if that player controls more lands than you, you may search your library for a basic Plains card, put it onto the battlefield tapped, then shuffle.",True,1080.0
mantle of the ancients,enchantment — aura,rare,Fallout,PIP,True,2024-03-08,2024,['Enchant'],1,5.0,,,5.0,,['W'],False,"Enchant creature you control
When this Aura enters, return any number of target Aura and/or Equipment cards from your graveyard to the battlefield attached to enchanted creature.
Enchanted creature gets +1/+1 for each Aura and Equipment attached to it.",True,1260.0
marshal's anthem,enchantment,rare,Fallout,PIP,True,2024-03-08,2024,['Multikicker'],1,4.0,,,4.0,,['W'],False,"Multikicker {1}{W} (You may pay an additional {1}{W} any number of times as you cast this spell.)
Creatures you control get +1/+1.
When this enchantment enters, return up to X target creature cards from your graveyard to the battlefield, where X is the number of times this enchantment was kicked.",True,3983.0
martial coup,sorcery,rare,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,,,2.0,,['W'],False,"Create X 1/1 white Soldier creature tokens. If X is 5 or more, destroy all other creatures.",True,1226.0
open the vaults,sorcery,rare,Fallout,PIP,True,2024-03-08,2024,[],0,6.0,,,6.0,,['W'],False,Return all artifact and enchantment cards from all graveyards to the battlefield under their owners' control. (Auras with nothing to enchant remain in graveyards.),True,3513.0
path to exile,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,1.0,,,1.0,,['W'],False,"Exile target creature. Its controller may search their library for a basic land card, put that card onto the battlefield tapped, then shuffle.",True,15.0
puresteel paladin,creature — human knight,rare,Fallout,PIP,True,2024-03-08,2024,['Metalcraft'],1,2.0,2.0,2.0,6.0,,['W'],False,"Whenever an Equipment you control enters, you may draw a card.
Metalcraft - Equipment you control have equip {0} as long as you control three or more artifacts.",True,666.0
secure the wastes,instant,rare,Fallout,PIP,True,2024-03-08,2024,[],0,1.0,,,1.0,,['W'],False,Create X 1/1 white Warrior creature tokens.,True,1263.0
single combat,sorcery,rare,Fallout,PIP,True,2024-03-08,2024,[],0,5.0,,,5.0,,['W'],False,"Each player chooses a creature or planeswalker they control, then sacrifices the rest. Players can't cast creature or planeswalker spells until the end of your next turn.",True,1890.0
swords to plowshares,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,1.0,,,1.0,,['W'],False,Exile target creature. Its controller gains life equal to its power.,True,11.0
valorous stance,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,2.0,,,2.0,,['W'],False,"Choose one -
• Target creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)
• Destroy target creature with toughness 4 or greater.",True,2558.0
fraying sanity,enchantment — aura curse,rare,Fallout,PIP,True,2024-03-08,2024,"['Enchant', 'Mill']",2,3.0,,,3.0,,['U'],False,"Enchant player
At the beginning of each end step, enchanted player mills X cards, where X is the number of cards put into their graveyard from anywhere this turn.",True,2830.0
glimmer of genius,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,['Scry'],1,4.0,,,4.0,,['U'],False,"Scry 2, then draw two cards. You get {E}{E} (two energy counters).",True,5162.0
inexorable tide,enchantment,rare,Fallout,PIP,True,2024-03-08,2024,['Proliferate'],1,5.0,,,5.0,,['U'],False,"Whenever you cast a spell, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",True,1084.0
mechanized production,enchantment — aura,mythic,Fallout,PIP,True,2024-03-08,2024,['Enchant'],1,4.0,,,4.0,,['U'],False,"Enchant artifact you control
At the beginning of your upkeep, create a token that's a copy of enchanted artifact. Then if you control eight or more artifacts with the same name as one another, you win the game.",True,960.0
one with the machine,sorcery,rare,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,,,4.0,,['U'],False,Draw cards equal to the greatest mana value among artifacts you control.,True,2762.0
thirst for knowledge,instant,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,['U'],False,Draw three cards. Then discard two cards unless you discard an artifact card.,True,2045.0
whirler rogue,creature — human rogue artificer,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,4.0,2.0,2.0,8.0,,['U'],False,"When this creature enters, create two 1/1 colorless Thopter artifact creature tokens with flying.
Tap two untapped artifacts you control: Target creature can't be blocked this turn.",True,1919.0
bastion of remembrance,enchantment,uncommon,Fallout,PIP,True,2024-03-08,2024,[],0,3.0,,,3.0,,['B'],False,"When this enchantment enters, create a 1/1 white Human Soldier creature token.
Whenever a creature you control dies, each opponent loses 1 life and you gain 1 life.",True,358.0
